SMILES,logBB
C[C@@]2(CC(=O)N(CN1CCOCC1)C2=O)C3=CC=CC=C3,
[Cl]/C6=C/C=C5CCC1=CC=CC=C1N(CCCN2CC[C@@]4(CC2)N3CCCC[C@@]3([H])NC4=O)C5=C6,
COCN2C(=O)C/N=C(/C1=C/C=CC=C1)C3=CC(=CC=C23)N(=O)=O,
CNC(=O)O[C@@]2([H])OC(=O)[C@@]3([H])[C@@]1([H])C[C@@]([H])(C=C1)[C@@]23[H],
C/C1=C/C(=N/N=C1/NCCN2CCOCC2)C3=C/C=C(/O)C=C3,
CCCCCCCCCCCCCC(=O)O[C@@]2([H])C=C[C@@]3([H])[C@@]4([H])CC5=C/C=C(/OC/C1=C/C=CC=C1)C=6O[C@@]2([H])[C@@]3(CCN4C)C5=6,
CCCCC[C@@](C)([H])[C@@](C)([H])C4=CC(OC(=O)CCCN1CCCCCC1)=C3C=2C[C@@](C)([H])CCC=2C(C)(C)OC3=C4,
CCCCCCC(C)(C)C3=CC(O)=C1C(OC(C)(C)[C@@]2([H])CCC(=O)C[C@@]12[H])=C3,
O=C(CN1C=CN=C1)C3=CC=C2C=CC=CC2=C3,
C[C@@]35C[C@@](O)([H])[C@@]1([F])[C@@]([H])(CCC2=CC(=O)C=C[C@@]12C)[C@@]3([H])C[C@@]6([H])CC4=CC=CC=C4C[C@@]56C(=O)CO,
O[C@@]1([H])CC[C@@]2(O)[C@@]3([H])CC5=C/C=C(/O)C=6O[C@@]1([H])[C@@]2(CCN3C[C@@]4([H])CCC4)C5=6,
O/C2=C/C=C1C[C@@]4([H])N(CC[C@@]35C1=C2O[C@@]3([H])C(=C)CC[C@@]45O)C[C@@]6([H])CC6,
CC(C)=CCN3CC[C@@]12C=4C=5O[C@@]1([H])C(=O)CC[C@@]2(O)[C@@]3([H])CC=4C=CC=5O,
O/C2=C/C=C1C[C@@]4([H])N(CC[C@@]35C1=C2O[C@@]3([H])C(=O)CC[C@@]45O)C[C@@]6([H])CC6,
CNC(C/C2=C/C=C1C=CC=CC1=C2)=NC,
C3C/N=C(/C/C2=C/C1=CC=CC=C1CC2)N3,
C[C@@]([H])(O/C1=C/C=CC2=CC=CC=C12)C(N)=NO,
CC/C3=N/N(CCCN1CCN(CC1)C2=CC=CC([Cl])=C2)C(=O)N3CCO/C4=C/C=CC=C4,
C/C1=C/C=CC(C)=C1NC(=O)CN2CCCC2=O,
[F]/C5=C/C=C4C(CCCN1CCC([H])(CC1)N2C(=O)NC3=CC=CC=C23)=NOC4=C5,
O=C(CCNNC(=O)C1=CC=NC=C1)NC/C2=C/C=CC=C2,
C[C@@]([H])(CCN1CCN(CC1)C2=C/C=C(/[F])C=C2)NC(=O)C3=CC=CN=C3,
C/C=C/[C@@]1([H])O[C@@]34CC[C@@](O1)(C(=O)COC(=O)C2=CC=NC=C2)[C@@]3(C)C[C@@](O)([H])[C@@]5([H])[C@@]4([H])CCC6=CC(=O)CC[C@@]56C,
CN3CC[C@@]12C=4C=5O[C@@]1([H])[C@@]([H])(C=C[C@@]2([H])[C@@]3([H])CC=4C=CC=5OC(=O)C6=CC=CN=C6)OC(=O)C7=CC=CN=C7,
O=C(N1CCOCC1)C2=CC=CN=C2,
NC(=O)C1=CC=CN=C1,
CN1CCC[C@@]1([H])C2=CC=CN=C2,
CCN(CC)C(=O)C1=CC=CN=C1,
CN2C(=O)C/N=C(/C1=C/C=CC=C1)C3=CC(=CC=C23)N(=O)=O,
CC[C@@](C)([H])[C@@](C)(COC(N)=O)COC(=O)NC(C)(C)[H],
CNCC[C@@]([H])(O/C1=C/C=C/C=C1/OC)C2=CC=CC=C2,
NC(=N)C1=CC=C(O1)C2=CC=C/C=C2/N(=O)=O,
C[C@@]34CC=2C=NN(/C1=C/C=C(/[F])C=C1)C=2C=C3CC[C@@]5([H])[C@@]4([H])CC[C@@]6(C)[C@@]5([H])CC[C@@]6(O)C#C,
CNC/C=C(/C1=C/C=C(/[Br])C=C1)C2=CC=CN=C2,
CN3C[C@@]([H])(C1=CC=CC=C1)C2=CC=CC(N)=C2C3,
CCCCCCCCCN/C1=N/C=NC=2NC=CC1=2,
[Cl]/C3=C/C=C2NC(=O)C/N=C(/C1=C/C=CC=C1)C2=C3,
[F]CC([F])([F])[F],
O/C4=C/C=C3C[C@@]1([H])NCC[C@@]2(CCCC[C@@]12[H])C3=C4,
O[C@@]1([H])C=C[C@@]2([H])[C@@]3([H])CC4=C/C=C(/O)C=5O[C@@]1([H])[C@@]2(CCN3)C4=5,
[Cl]/C3=C/C=C2NC(=O)C/N=C(/C1=C/CCCC1)C2=C3,
CNCC/C=C2/C1=CC=CC=C1CCC3=CC=CC=C23,
CO/C5=C/C=C1C(C(=O)O[C@@]1([H])[C@@]3([H])N(C)CCC4=CC=2OCOC=2C(OC)=C34)=C5OC,
CN(C)CCO/N=C2/C1=CC=CC=C1CCC3=CC=CC=C23,
[Cl]/C5=C/C=C4[S]C1=CC=CC=C1/C(=C/[C@@]2([H])CN3CC[C@@]2([H])CC3)C4=C5,
CC=2N=C1C(C)=CC=CN1C(=O)C=2CCN3CC[C@@]([H])(CC3)C4=NOC5=CC([F])=CC=C45,
O=C(/C1=C/C=CC=N1)C=2C=NN3C(=CC=NC=23)C4=CC=NC=C4,
CCCCCC[C@@](C)([H])NN,
CNCC/C=C3/C1=CC=CC=C1[C@@]2([H])C[C@@]2([H])C4=CC=CC=C34,
[F]/C1=C/C=C(C=C1)[C@@]2([H])CCN(C[C@@]2([H])CO/C4=C/C=C3OCOC3=C4)CC(=O)C5=C/C=C(/[F])C=C5,
C/C1=N/C=C(/N(=O)=O)N1C[C@@](O)([H])C[Cl],
CC(C)([H])N1CCO[C@@]([H])(C1)C2=CC=CC(=C2)C([F])([F])[F],
O[C@@]3([H])N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2NC3=O,
NC(=O)N2C1=CC=CC=C1CC(=O)C3=CC=CC=C23,
C[C@@]([H])(C/C1=C/C=CC=C1)[N@@](C)(=O)C/C2=C/C=CC=C2,
O=C2NC1=CC=CC=C1N2[C@@]4([H])CCN(CCO/C3=C/C=CC=C3)CC4,
NC(=O)CN1C[C@@](O)([H])CC1=O,
C[C@@]13C=CC(=O)[C@@]1([H])C(=O)CC[C@@]4([H])[C@@]2([H])CC[C@@](O)(C(=O)CO)[C@@]2(C)C[C@@](O)([H])[C@@]34[H],
N[C@@]([H])(C/C1=C/NC2=C/C=C(/O)C=C12)C(O)=O,
CN(C)C(=O)CO[C@@]2([H])C1=CC=CC=C1CCC3=CC=CC=C23,
CO/C2=C/C=C1C[C@@]4([H])N(C)CC[C@@]35C1=C2O[C@@]3([H])C(=O)CC[C@@]45O,
CN3CC[C@@]12C=4C=5O[C@@]1([H])C(=O)CC[C@@]2(O)[C@@]3([H])CC=4C=CC=5O,
CC(C)([H])CCC(=O)C[C@@]1([H])N(C(=O)C2=CC=CC=C12)C4=CC=C3C=CC([Cl])=NC3=N4,
CC(C)([H])N2C(=O)C1=C(N=CN1C3=CC=CC=C23)C4=NOC(=N4)C5([H])CC5,
CO/C1=C/C=C(C=C1)N5C[C@@]([H])(CN2CC[C@@](O)(CC2)C4=CC=C3OCOC3=C4)OC5=O,
N/C2=C/C(OC[C@@]1([H])CC1)=C(/C=C2/[Cl])C(=O)N[C@@]3([H])CN4CCC3([H])CC4,
O=C(N[C@@]1([H])CCN(CC1)C/C3=C/C=C2C=CC=CC2=C3)NC(=O)C4=CC=CC=C4,
C[C@@]1([H])O[C@@](C)([H])O[C@@](C)([H])O1,
C[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]3(C)[C@@]4(O)C(=O)COC(C)=O,
CN(CC#C)C/C1=C/C=CC=C1,
[F]/C1=C/C=C(C=C1)[C@@]2([H])CCNC[C@@]2([H])CO/C4=C/C=C3OCOC3=C4,
[Cl]/C2=C/C=C1C=CC(=NC1=N2)N4C(=O)C3=CC=CC=C3[C@@]4([H])CC(=O)N5CC[C@@]6(CC5)OCCO6,
N/C1=N/C(=O)[C@@]([H])(O1)C2=CC=CC=C2,
O[C@@]3(CCN(CCCC([H])(C1=C/C=C(/[F])C=C1)C2=C/C=C(/[F])C=C2)CC3)C4=C/C=C(/[Cl])C(=C4)C([F])([F])[F],
C[C@@]([H])(OC(N)=O)C(C)([H])[C@@](C)([H])OC(N)=O,
CCCCCN[C@@]12C=CC(=O)[C@@]3([H])O/C4=C(/O)C=CC=5C[C@@]1([H])N(C)CC[C@@]23C4=5,
C[C@@]2([H])[C@@]3([H])CC1=C/C=C(/O)C=C1[C@@]2(C)CCN3C/C=C(/C)C,
OCC1(CO)COC([H])(OC1)C([Cl])([Cl])[Cl],
CN1CCN(CC1)C3=NC2=CC=CC=C2[S]C4=NC=CN34,
C1CN(CCN1)C3=CC2=CC=CC=C2C(=N3)C4=CC=CC=C4,
CCCN1C[C@@]([H])(C[S]C)C[C@@]2([H])C=4C=CC=C3NC=C(C[C@@]12[H])C3=4,
O=C4N(CCCCN1CCN(CC1)C2=N[S]C3=CC=CC=C23)C(=O)[C@@]5([H])CCCC[C@@]45[H],
OCCN4CCN(CCCN2C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23)CC4,
CCOC(=O)C1(CCN(C)CC1)C2=CC=CC=C2,
O[C@@]([H])(OCC(CO[C@@](O)([H])C([Cl])([Cl])[Cl])(CO[C@@](O)([H])C([Cl])([Cl])[Cl])CO[C@@](O)([H])C([Cl])([Cl])[Cl])C([Cl])([Cl])[Cl],
NC(=O)NC(=O)C/C1=C/C=CC=C1,
CCO/C1=C/C=C(/NC(C)=O)C=C1,
C[C@@]2([H])[C@@]3([H])CC1=C/C=C(/O)C=C1[C@@]2(C)CCN3CC/C4=C/C=CC=C4,
CC[C@@]([H])(C(=O)NC(N)=O)C1=CC=CC=C1,
C[C@@]1([H])NCCO[C@@]1([H])C2=CC=CC=C2,
C[C@@]([H])(CO/C1=C/C=CC=C1)NN,
CN1C(=O)C[C@@]([H])(C1=O)C2=CC=CC=C2,
O/C1=C/C=C/C=C1/C(=O)O/C2=C/C=CC=C2,
O=C1NC(=O)C(N1)(C2=CC=CC=C2)C3=CC=CC=C3,
CCC1(CC)C(=O)NC(=O)N(C1=O)C2=CC=CC=C2,
CNC(=O)O/C3=C/C=C2N(C)[C@@]1([H])N(C)CC[C@@]1(C)C2=C3,
O=C(N1CCN(CC1)C/C2=C/C=CC=C2)C3=CC=CC=N3,
CCC[C@@]1(CCN(C)C[C@@]1(C)[H])C2=CC=CC(O)=C2,
CC(=O)N/C2=C/C=C(/OC(=O)[C@@]1([H])CCC(=O)N1)C=C2,
OCC[C@@]4([H])CCN(CC/C=C2/C1=C/C=C(/[F])C=C1[S]C3=CC=C(C=C23)C([F])([F])[F])CC4,
[F]/C1=C/C=C(C=C1)C([H])(CCCN2CCC([H])(CC2)N3C(=O)NC4=CC=CC=C34)C5=C/C=C(/[F])C=C5,
NC(=O)[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)N3CCCCC3,
[H]C1(CCNCC1)CC/C2=C/C(=NC3=CC=CC=C23)C4=CC=CC=C4,
CC(=O)C4=CC=C3[S]C1=CC=CC=C1N(CCCN2CC[C@@]([H])(CCO)CC2)C3=C4,
OC(C(=O)OCCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,
CN1CCN(CC1)C4=CC=3N(C)C2=CC=CC=C2OC=3N=N4,
CCCCCCCCCCCCCCCC(=O)OCC[C@@]4([H])CCN(CCCN2C1=CC=CC=C1[S]C3=CC=C(C=C23)[S](=O)(=O)N(C)C)CC4,
CC/C2=C(/C)NC=3C[C@@]1([H])CCN(C)C[C@@]1([H])C(=O)C2=3,
NC(=O)CN1CCCC1=O,
CN(C)CC[C@@]1(C)OCCC2=C1CC3=CC=CC=C23,
C/C1=C/C=C/C=C1/N4C(/C=C/C2=C/C=CC=N2)=NC3=CC=CC=C3C4=O,
NC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)N4CCCCC4,
C/C4=C/C=C3N1CCN[C@@]2([H])CCCC(=C12)C3=C4,
CC(C)(C)C(=O)NCCCC(O)=O,
CC(C)(C)C(=O)O[C@@]3([H])N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2NC3=O,
CC(C)([H])N(CCNC(=O)CN1CCCC1=O)C(C)(C)[H],
O=C2NC(=O)[C@@](C[C@@]1([H])CCCCN1)(C(=O)N2)C3=CC=CC=C3,
CCOC(=O)O[C@@]3(CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C)C(=O)COC(=O)CC,
CCN(CC)CC(=O)OCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,
CC(C)(C)CC(=O)OCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,
C[C@@]13C=CC(=O)C=C1CC[C@@]4([H])[C@@]2([H])CC[C@@](O)(C(=O)CO)[C@@]2(C)CC(=O)[C@@]34[H],
C[C@@]13C=CC(=O)C=C1CC[C@@]4([H])[C@@]2([H])CC(=C)[C@@](O)(C(=O)CO)[C@@]2(C)C[C@@](O)([H])[C@@]34[H],
CC(C)([H])C[C@@]([H])(CN)CC(O)=O,
CC(=O)[C@@]3([H])CC[C@@]4([H])[C@@]2([H])CC=C1C[C@@]([H])(CC[C@@]1(C)[C@@]2([H])CC[C@@]34C)OC(=O)CCC(O)=O,
CCN1CCC(C1)=C(/C2=C/C=CC=C2)C3=CC=CC=C3,
CNNC/C1=C/C=C(C=C1)C(=O)NC(C)(C)[H],
CN4CCN(CCCN2C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23)CC4,
CC[C@@]([H])(OC(N)=O)[C@@]1([H])CCCCC1,
OC[C@@](O)([H])CN2C(=O)C/N=C(/C1=C/C=C/C=C1/[F])C3=CC([Cl])=CC=C23,
NC(=O)CCC/N=C(/C1=C/C=C(/[Cl])C=C1)C2=CC([F])=C/C=C2/O,
CCC[C@@]([H])(C/C1=C/C=CC=C1)N2CCCC2,
CC(C)([H])C1(OC[C@@]([H])(CO)O1)C(C)(C)[H],
CCN(CC)CC(=O)O/C1=C/C=C(/NC(C)=O)C=C1,
CCCOC(=O)C/C1=C/C=C(/OCC(=O)N(CC)CC)C(OC)=C1,
C[C@@]([H])(CN2C(=O)C1=CC=CN=C1NC3=CC=CC=C23)N(C)C,
CCC(=O)[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)N3CCCCC3,
CN(C)CC/C=C2/C1=CC=CC=C1[S]C3=CC=CC=C23,
C[C@@](O)([H])C[C@@]1(CC=C)C(=O)NC(=O)NC1=O,
O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(COCC[C@@]12[H])C3=C4)C[C@@]5([H])CC5,
C[C@@](O)([H])CN1C=NC=2N(C)C(=O)N(C)C(=O)C1=2,
CN(C)CC/C1=C/NC2=CC=CC(O[P](O)(O)=O)=C12,
C2=CC=C1OC(=CC1=C2)C3=CC=NC=C3,
C/C2=N/C=C(/C[S][S]C/C1=C/N=C(/C)C(O)=C1CO)C(CO)=C2O,
CN2CC[C@@]3(C)C1=CC(=CC=C1N(C)[C@@]23[H])OC(=O)N5CCC4=CC=CC=C4C5,
CCCN2C[C@@]([H])(C[C@@]3([H])C/C1=C(/O)C=CC=C1C[C@@]23[H])N[S](=O)(=O)N(CC)CC,
CN(C)CCO[C@@]1(C[C@@]2([H])CC[C@@]1(C)C2(C)C)C/C3=C/C=CC=C3,
N#CCN[C@@]1([H])CCC2=CC=CC=C12,
[Cl]/C3=C/C=C2N(CC/N=C(/C1=C/C=C/C=C1/[Cl])C2=C3)C4=NC(=O)CO4,
C[C@@](C/C1=C/C=CC=C1)(NC(=O)CN)C2=CC=CC=C2,
CCC(=O)N(/C1=C/C=CC=C1)[C@@]2(CCN(CCC(=O)OC)CC2)C(=O)OC,
CO[C@@]5([H])[C@@]([H])(C[C@@]4([H])CN3CCC1=C(NC2=CC(OC)=CC=C12)[C@@]3([H])C[C@@]4([H])[C@@]5([H])OC(C)=O)OC(=O)C6=CC(OC)=C(OC)C(OC)=C6,
CCC(=O)[C@@]3(O)CC[C@@]4([H])[C@@]2([H])CCC1=CC(=O)CC[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,
CCOC(=O)N/C2=C/C=C(/NC/C1=C/C=C(/[F])C=C1)C=C2N,
CN1[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)NC(=O)N3CC(C)(C)C4=CC=CC=C34,
CN(C)C(=O)C=1/N=C(/CNC(=O)CN)N(N=1)C2=C/C=C(/[Cl])C=C2C(=O)C3=CC=C/C=C3/[Cl],
C[C@@]4([H])CN(CCCN2C1=CC=CC=C1C3=CC=CC=C23)C[C@@](C)([H])N4,
CCC(=O)[C@@]3(C)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([H])[C@@](O)([H])C[C@@]34C,
CCN2/N=C(/C)C=3NC(=O)C/N=C(/C1=C/C=CC=C1)C2=3,
CC=2N=C1CCCCN1C(=O)C=2CCN3CCC([H])(CC3)C4=NOC5=CC([F])=CC=C45,
CCN(C)C(=O)O/C1=C/C=CC(=C1)[C@@](C)([H])N(C)C,
NC(=O)C1=C/C=C(/[F])C=2OC[C@@]([H])(CC1=2)N([C@@]3([H])CCC3)[C@@]4([H])CCC4,
CC(C)([H])OCC([H])(COC(C)(C)[H])OCN1C=NC2=C/N=C(/N)N=C12,
O=C1CCN=C2C[C@@]([H])(CN12)C3=CC=CC=C3,
CCC[C@@]5([H])O[C@@]4([H])C[C@@]3([H])[C@@]2([H])C[C@@]([F])([H])C1=CC(=O)CC[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]3(C)[C@@]4(O5)C(=O)CO,
O=C1CC[C@@]([H])(N1)C(=O)N[C@@]2([H])C[C@@]2([H])C3=CC=CC=C3,
CO/C1=C/C=C(/C=C1/O[C@@]2([H])CCCC2)[C@@]3([H])CNC(=O)C3,
CN2C[C@@]([H])(CN1CC(=O)NC(=O)C1)C=C3C=5C=CC=C4NC=C(C[C@@]23[H])C4=5,
[F]/C1=C/C=CC([Br])=C1N/C2=N/CCN2,
CCCN(CCC)CC/C1=C/C=CC=2NC(=O)CC1=2,
CN3C(=O)C[C@@]2(CCN(CCCC(=O)C1=C/C=C(/[F])C=C1)CC2)C3=O,
CO/N=C(/C#N)[C@@]1([H])CN2CCC1([H])CC2,
OC[C@@]2([H])O[C@@]([H])(O/C1=C/C=C/C=C1/CO)[C@@](O)([H])[C@@](O)([H])[C@@]2(O)[H],
NC(=O)C1=CC=C/C=C1/O,
OC(=O)C1=CC=C/C=C1/OC(=O)C2=CC=C/C=C2/O,
CCCCCCN1CCC(CC1)(C(=O)N(C)CC)C2=CC=CC=C2,
CCCC(=O)N(C)C/C1=C(/N=C2C=CC=CN12)C3=C/C=C(/[Cl])C=C3,
N#C/C4=C/C=C3OC1=CC=CC=C1C=2CCN(CCC=2C3=C4)CC5([H])CCCC5,
C[C@@]([H])(C/C1=C/C=CC=C1)N(C)CC#C,
COCCN3CC[C@@]12C=4C=5O[C@@]1([H])C(=O)CC[C@@]2(O)[C@@]3([H])CC=4C=CC=5O,
[F]/C1=C/C=C(C=C1)N2C=C(C3=CC([Cl])=CC=C23)[C@@]4([H])CCN(CC4)CCN5CCNC5=O,
CN1CCC3=C(C1)C2=CC=CC=C2CC4=CC=CC=C34,
[F]COC([H])(C([F])([F])[F])C([F])([F])[F],
C(/C1=C/C=NC=C1)C4(C/C2=C/C=NC=C2)C3=CC=CN=C3C5=NC=CC=C45,
CC(C)([H])C[C@@]([H])(N(C)C)[C@@]1(CCC1)C2=C/C=C(/[Cl])C=C2,
CN1CCN(CC1)C2=CC=C/C=C2/C/C3=C/C=CC=C3,
CCC(C)(C)C(=O)O[C@@]2([H])C[C@@](C)([H])C=C3C=C[C@@](C)([H])[C@@]([H])(CC[C@@]1([H])C[C@@](O)([H])CC(=O)O1)[C@@]23[H],
C/C2=C/C(NC(=O)C1=C(C)C=C/C=C1/C)=NO2,
[Cl]/C5=C/C=C4[S]C1=CC=CC=C1N(CCCN2CC[C@@]3(CC2)NC(=O)C[S]3)C4=C5,
[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4,
CN(C(=O)C/C1=C/C=C(/[Cl])C([Cl])=C1)[C@@]3([H])CC[C@@]2(CCCO2)C[C@@]3([H])N4CCCC4,
[F]/C4=C/C=C(/OCCCN1CCC2(CC1)N(CNC2=O)C3=CC=CC=C3)C=C4,
C/C(=C/CCN1CCC2(CC1)N(CNC2=O)C3=CC=CC=C3)C4=C/C=C(/[F])C=C4,
CN(C)C[C@@]1([H])CO[C@@]3(O1)C2=CC=CC=C2COC4=CC=CC=C34,
CCN(CC)C(=O)N3CCN(CCC/C2=N/C=1N(C)C(=O)N(C)C(=O)C=1N2C)CC3,
CC(C)(C)[C@@](O)([H])C=C/C2=C/C=C1OCOC1=C2,
N[S](=O)(=O)C3=C/C=C(/N1C(=O)C[C@@]([H])(C1=O)C2=CC=CC=C2)C([Cl])=C3,
N/C1=C/C=C(C=C1)[S](=O)(=O)N/C2=N/C=CC=N2,
CC=1ON=C(C=1)N[S](=O)(=O)C2=C/C=C(/N)C=C2,
CC[S](=O)(=O)C(C)(C)[S](=O)(=O)CC,
CO/C1=C/C=C(/C=C1/C(=O)NC[C@@]2([H])CCCN2C)[S](N)(=O)=O,
N[S](=O)(=O)C1=CC=C(C=C1)N2CCCC[S]2(=O)=O,
CCN1CCC[C@@]1([H])CNC(=O)C2=CC(=C/C=C2/OC)[S](=O)(=O)CC,
C[S]CC[C@@]([H])(NC(C)=O)C(=O)O/C1=C/C=C(/NC(C)=O)C=C1,
O=C1CCC(=O)N1C[C@@]3([H])CC[C@@]2([H])CN(CCN2C3)C4=NC=CC=N4,
CCC(=O)N1CCN(CC1)C(=O)O[C@@]2([H])N(C(=O)C=3[S]CC[S]C2=3)C5=CC=C4C=CC([Cl])=NC4=N5,
CN1CCN(CC1)C(=O)O[C@@]2([H])N(C(=O)C=3[S]CC[S]C2=3)C5=CC=C4C=CC([Cl])=NC4=N5,
CN2/N=C(/C1=C/C=CC([F])=C1)N(C)C2=[S],
O=C4CC[C@@]([H])(N3C(=O)[C@@]2([H])[C@@]1([H])CC[C@@]([H])(C1)[C@@]2([H])C3=O)C(=O)N4,
CNCCC[C@@]1(OC(C)(C)C2=CC=CC=C12)C3=CC=CC=C3,
CNCCC[C@@]1([S]C(C)(C)C2=CC=CC=C12)C3=CC=CC=C3,
CC(C)([H])N[S](=O)(=O)CCN2C(=O)C1=CC=CC=C1C2=O,
CN5C(=O)N(C)C=4N=CN(CCN1CCC([H])(CC1)C2=CNC3=CC=CC=C23)C=4C5=O,
CN[C@@]2([H])CC[C@@]([H])(C1=CC=CC=C1)C3=CC=CC=C23,
CCNC/C1=C(/C[S]C)C=NC(C)=C1O,
CO/C1=C/C=C(/C=C1/OC)[C@@](O)([H])CN2CCN(CC2)C([H])(C3=CC=CC=C3)C4=CC=CC=C4,
CN(C)CCCN2C1=CC=CC=C1C(=NC3=CC=CN=C23)C4=CC=CC=C4,
CCN2C1=C(CC[S][C@@]1(C)CCN(C)C)C3=CC=CC=C23,
O=C3N(CCCCN1CCN(CC1)C2=NC=CC=N2)C(=O)[C@@]4([H])[C@@]3([H])[C@@]5([H])CC[C@@]4([H])C5,
CO/C2=N/C1=NC(=CN1C=3CCCCC2=3)C4=NOC(C)=N4,
C/C5=N/C(C)=C4CCC(=O)N(C/C1=C/C=C(C=C1)C2=CC=C/C=C2/C3=N/N=NN3)C4=N5,
CCCCCC[S]/C1=N/[S]/N=C1/C2=C/CCN(C)C2,
OCCN1CCN(CC1)[C@@]3([H])C[C@@]([H])(C2=C/C=C(/[F])C=C2)C4=CC=C(C=C34)C([F])([F])[F],
[Br][C@@]([F])([H])C([F])([F])[F],
OCCN4CCN(CCC[C@@]2([H])C1=C/C=C(/[F])C=C1[S]C3=CC=C(C=C23)C([F])([F])[F])CC4,
O=C1NCCN[C@@]1([H])C2=CC=C[S]2,
CCCN1CCC(=CC1)C2=CNC3=C/C=C(/[Cl])C=C23,
CCN(CC)C(=O)N[C@@]2([H])C[C@@]1([H])C=4C=CC=C3NC=C(C[C@@]1([H])N(C)C2)C3=4,
CCC[C@@]([H])(CC)[C@@]1(CC)C(=O)NC(=O)NC1=O,
CO/C3=C/C=2CCN1C[C@@]([H])(CC(C)(C)[H])C(=O)C[C@@]1([H])C=2/C=C3/OC,
O=C3NC(=O)[C@@]2(CCC1=CC=CC=C1C2)N3,
O=C3CC[C@@]([H])(N2C(=O)C1=CC=CC=C1C2=O)C(=O)N3,
CO/C2=C/C=C1C[C@@]4([H])N(C)CC[C@@]35C1=C2O[C@@]3([H])C(=CC[C@@]45[H])OC(C)=O,
CN1C=NC=2N(C)C(=O)NC(=O)C1=2,
C=CC[C@@]1(C(=O)NC(=[S])NC1=O)[C@@]2([H])CCCC=C2,
C[S](=O)(=O)C1=CC=C(C=C1)[C@@](O)([H])[C@@]([H])(CO)NC(=O)C([Cl])([Cl])[H],
CCC[C@@](C)([H])[C@@]1(CC=C)C(=O)NC(=[S])NC1=O,
CN(C)CCN1C(=O)C[C@@]([H])([S]C2=CC=CC=C12)C3=CC=CC=C3,
CC[S]/C4=C/C=C3[S]C1=CC=CC=C1N(CCCN2CCN(C)CC2)C3=C4,
CC(=O)OCCN4CCN(CCCN2C1=CC=CC=C1[S]C3=C/C=C(/[Cl])C=C23)CC4,
CN4CCN(CCCN2C1=CC=CC=C1[S]C3=CC=C(C=C23)[S](=O)(=O)N(C)C)CC4,
C[S]/C4=C/C=C3[S]C1=CC=CC=C1N(CC[C@@]2([H])CCCCN2C)C3=C4,
CN4CCN(CC/C=C2/C1=CC=CC=C1[S]C3=CC=C(C=C23)[S](=O)(=O)N(C)C)CC4,
CN(C)C1=NC(=O)[C@@]([H])(O1)C2=CC=CC=C2,
CC=1C=C[S]C=1/C(=C/CCN2CCC[C@@]([H])(C2)C(O)=O)C=3[S]C=CC=3C,
CN3C1=CC=CC=C1[C@@]([H])(NCCCCCCC(O)=O)C2=C/C=C(/[Cl])C=C2[S]3(=O)=O,
CN4CCC=3NC2=CC=C1[S]/C=C(/C)C1=C2C=3C4,
[S]=C2NCC[C@@]([H])(CO/C1=C/C=CC=C1)O2,
CCOC(=O)[C@@]1(CCC=C[C@@]1([H])N(C)C)C2=CC=CC=C2,
CN3CCN2C1=CC([F])=CC=C1C(=NC[C@@]2([H])C3)C4=CC=C[S]4,
[F]/C1=C/C=C(C=C1)C(=O)CCCN2CCC([H])(CC2)N3C(=[S])NC4=CC=CC=C34,
N/C1=C/C([Cl])=C/C=C1/N2CC[S]C2=N,
C[S]C(=O)[C@@]3(OC(C)=O)[C@@](C)([H])C[C@@]4([H])[C@@]2([H])CCC1=CC(=O)C=C[C@@]1(C)[C@@]2([F])[C@@](O)([H])C[C@@]34C,
